ElementName,DataType,Size,Unit,Required,ElementDescription,ValueRange,Keywords,Notes,Section,Aliases
funccom_insges5,Integer,0,,Recommended,"Conventional/Instrumental gestures - Most Abnormal","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q45E,ADI_R_Diagnostic_ADI_R_Raw_45b,ADI_R_Diagnostic_ADI_R_Raw_45,WPS_ADI_Q45MA,USE_GESTURE_ABNRM,ADI_2003_funccom_insges5,q_45_conventional_instr_gests_most_abnormal_code"
funccom_cavoice,Integer,0,,Recommended,"Attention to Voice - Current","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q46,ADI_R_Diagnostic_ADI_R_Raw_46a,WPS_ADI_Q46C,ATTENTION_VOICE,ADI_2003_funccom_cavoice,q_46_attent_voice_current_code"
funccom_avoice5,Integer,0,,Recommended,"Attention to Voice - Most Abnormal","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q46E,ADI_R_Diagnostic_ADI_R_Raw_46b,ADI_R_Diagnostic_ADI_R_Raw_46,WPS_ADI_Q46MA,ATTENTION_VOICE_ABNRM,q_46_attent_voice_most_abnormal_code,ADI_2003_funccom_avoice5"
funccom_avoice_cmt,String,255,,Optional,"Attention to Voice - Comment","",,"","Language and Communication Functioning","ADI_2003_funccom_avoice_cmt"
funccom_cimit,Integer,0,,Recommended,"Spontaneous imitation of actions - Current","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q47,ADI_R_Diagnostic_ADI_R_Raw_47a,WPS_ADI_Q47C,IMITATE_ACT,ADI_2003_funccom_cimit,q_47_spont_imit_current_code"
funccom_imit5,Integer,0,,Recommended,"Spontaneous imitation of actions - Most Abnormal","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q47E,ADI_R_Diagnostic_ADI_R_Raw_47b,WPS_ADI_Q47MA,ADI_R_Diagnostic_ADI_R_Raw_47,IMITATE_ACT_ABNRM,ADI_2003_funccom_imit5,q_47_spont_imit_most_abnormal_code"
funccom_imit_cmt,String,255,,Optional,"Spontaneous imitation of actions - Comment","",,"","Language and Communication Functioning","ADI_2003_funccom_imit_cmt"
funccom_cplay,Integer,0,,Recommended,"Imaginative play - Current","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q48,WPS_ADI_Q48C,IMAGIN_PLAY,ADI_R_Diagnostic_ADI_R_Raw_48a,ADI_2003_funccom_cplay,q_48_imag_play_current_code"
funccom_play5,Integer,0,,Recommended,"Imaginative play - Most Abnormal","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q48E,WPS_ADI_Q48MA,ADI_R_Diagnostic_ADI_R_Raw_48,IMAGIN_PLAY_ABNRM,ADI_R_Diagnostic_ADI_R_Raw_48b,ADI_2003_funccom_play5,q_48_imag_play_most_abnormal_code"
funccom_play_cmt,String,255,,Optional,"Imaginative play - Comment","",,"","Language and Communication Functioning","ADI_2003_funccom_play_cmt"
funccom_cpeerpl,Integer,0,,Recommended,"Imaginative play with peers - Current","0;1;2;3;8;9",,"","Language and Communication Functioning","WPS_ADI_Q49,ADI_R_Diagnostic_ADI_R_Raw_49a,WPS_ADI_Q49C,IMAGIN_PLAY_PEER,q_49_imag_play_peers_current_code,ADI_2003_funccom_cpeerpl"
funccom_peerpl5,Integer,0,,Recommended,"Imaginative play with peers - Most Abnormal","0;1;2;3;8;9",,"","Language and Communication Functioning","ADI_R_Diagnostic_ADI_R_Raw_49b,WPS_ADI_Q49MA,ADI_R_Diagnostic_ADI_R_Raw_49,IMAGIN_PLAY_PEER_ABNRM,WPS_ADI_Q49E,q_49_imag_play_peers_most_abnormal_code,ADI_2003_funccom_peerpl5"
socdev_cgaze,Integer,0,,Recommended,"Direct gaze - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q50,ADI_R_Diagnostic_ADI_R_Raw_50a,WPS_ADI_Q50C,STARES,q_50_direct_gaze_current_code,ADI_2003_socdev_cgaze"
socdev_gaze5,Integer,0,,Recommended,"Direct gaze - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q50E,ADI_R_Diagnostic_ADI_R_Raw_50b,ADI_R_Diagnostic_ADI_R_Raw_50,WPS_ADI_Q50MA,STARES_ABNRM,ADI_2003_socdev_gaze5,q_50_direct_gaze_most_abnormal_code"
socdev_cssmile,Integer,0,,Recommended,"Social smiling - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q51,ADI_R_Diagnostic_ADI_R_Raw_51a,WPS_ADI_Q51C,SMILE_SOCIAL,q_51_social_smiling_current_code,ADI_2003_socdev_cssmile"
socdev_ssmile5,Integer,0,,Recommended,"Social smiling - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q51E,ADI_R_Diagnostic_ADI_R_Raw_51b,ADI_R_Diagnostic_ADI_R_Raw_51,WPS_ADI_Q51MA,SMILE_SOCIAL_ABNRM,ADI_2003_socdev_ssmile5,q_51_social_smiling_most_abnormal_code"
socdev_cshow,Integer,0,,Recommended,"Showing and directing attention - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q52,ADI_R_Diagnostic_ADI_R_Raw_52a,WPS_ADI_Q52C,ATTENTION_SHOW,q_52_show_direct_atten_current_code,ADI_2003_socdev_cshow"
socdev_show5,Integer,0,,Recommended,"Showing and directing attention - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q52E,ADI_R_Diagnostic_ADI_R_Raw_52b,ADI_R_Diagnostic_ADI_R_Raw_52,WPS_ADI_Q52MA,ATTENTION_SHOW_ABNRM,ADI_2003_socdev_show5,q_52_show_direct_atten_most_abnormal_code"
socdev_coshare,Integer,0,,Recommended,"Offering to Share - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q53,ADI_R_Diagnostic_ADI_R_Raw_53a,WPS_ADI_Q53C,SHARE_OFFER,q_53_offer_share_current_code,ADI_2003_socdev_coshare"
socdev_oshare5,Integer,0,,Recommended,"Offering to Share - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q53E,ADI_R_Diagnostic_ADI_R_Raw_53b,ADI_R_Diagnostic_ADI_R_Raw_53,WPS_ADI_Q53MA,SHARE_OFFER_ABNRM,q_53_offer_share_most_abnormal_code,ADI_2003_socdev_oshare5"
socdev_cshare,Integer,0,,Recommended,"Seeking to share his/her enjoyment with others - Current","0;1;2;8;9",,"","Social Development and Play","WPS_ADI_Q54,ADI_R_Diagnostic_ADI_R_Raw_54a,WPS_ADI_Q54C,SEEK_SHARE_ENJOY,q_54_seek_share_enjoy_current_code,ADI_2003_socdev_cshare"
socdev_share5,Integer,0,,Recommended,"Seeking to share his/her enjoyment with others - Most Abnormal","0;1;2;8;9",,"","Social Development and Play","WPS_ADI_Q54E,ADI_R_Diagnostic_ADI_R_Raw_54b,WPS_ADI_Q54MA,ADI_R_Diagnostic_ADI_R_Raw_54,SEEK_SHARE_ENJOY_ABNRM,ADI_2003_socdev_share5,q_54_seek_share_enjoy_most_abnormal_code"
socdev_cocomf,Integer,0,,Recommended,"Offers comfort - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q55,ADI_R_Diagnostic_ADI_R_Raw_55a,WPS_ADI_Q55C,COMFORT_OFFER,ADI_2003_socdev_cocomf,q_55_offer_comf_current_code"
socdev_ocomf5,Integer,0,,Recommended,"Offers comfort - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","ADI_R_Diagnostic_ADI_R_Raw_55b,WPS_ADI_Q55MA,ADI_R_Diagnostic_ADI_R_Raw_55,COMFORT_OFFER_ABNRM,WPS_ADI_Q55E,ADI_2003_socdev_ocomf5,q_55_offer_comf_most_abnormal_code"
socdev_cqualov,Integer,0,,Recommended,"Quality of social overtures - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q56,WPS_ADI_Q56C,SOCIAL_OVRTURE_QUALITY,ADI_R_Diagnostic_ADI_R_Raw_56a,ADI_2003_socdev_cqualov,q_56_qual_social_overts_current_code"
socdev_qualov5,Integer,0,,Recommended,"Quality of social overtures - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","ADI_R_Diagnostic_ADI_R_Raw_56,WPS_ADI_Q56MA,SOCIAL_OVRTURE_QUALITY_ABNRM,ADI_R_Diagnostic_ADI_R_Raw_56b,WPS_ADI_Q56E,ADI_2003_socdev_qualov5,q_56_qual_social_overts_most_abnormal_code"
socdev_qualov_cmt,String,255,,Optional,"Quality of social overtures - Comment","",,"","Social Development and Play","ADI_2003_socdev_qualov_cmt"
socdev_crfacex,Integer,0,,Recommended,"Range of facial expressions used to communicate - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q57,ADI_R_Diagnostic_ADI_R_Raw_57a,WPS_ADI_Q57C,FACIAL_EXPRESS_RANGE,ADI_2003_socdev_crfacex,q_57_range_facial_expr_current_code"
socdev_rfacex5,Integer,0,,Recommended,"Range of facial expressions used to communicate - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q57E,ADI_R_Diagnostic_ADI_R_Raw_57b,ADI_R_Diagnostic_ADI_R_Raw_57,WPS_ADI_Q57MA,FACIAL_EXPRESS_RANGE_ABNRM,ADI_2003_socdev_rfacex5,q_57_range_facial_expr_most_abnormal_code"
socdev_rfacex_cmt,String,255,,Optional,"Range of facial expressions used to communicate - Comment","",,"","Social Development and Play","ADI_2003_socdev_rfacex_cmt"
socdev_cinapfe,Integer,0,,Recommended,"Inappropriate facial expressions - Current","0;1;2;8;9",,"","Social Development and Play","WPS_ADI_Q58,ADI_R_Diagnostic_ADI_R_Raw_58a,WPS_ADI_Q58C,FACIAL_EXPRESS_INAPPROPRIATE,ADI_2003_socdev_cinapfe,q_58_inappropriate_facial_current_code"
socdev_einapfe,Integer,0,,Recommended,"Inappropriate facial expressions - Ever","0;1;2;8;9",,"","Social Development and Play","WPS_ADI_Q58E,ADI_R_Diagnostic_ADI_R_Raw_58b,ADI_R_Diagnostic_ADI_R_Raw_58,FACIAL_EXPRESS_INAPPROPRIATE_EVER,q_58_inappropriate_facial_ever_code,ADI_2003_socdev_einapfe"
socdev_inapfe_cmt,String,255,,Optional,"Inappropriate facial expressions - Comment","",,"","Social Development and Play","ADI_2003_socdev_inapfe_cmt"
socdev_cresp,Integer,0,,Recommended,"Appropriateness of social responses - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q59,ADI_R_Diagnostic_ADI_R_Raw_59a,WPS_ADI_Q59C,SOCIAL_RESPONSE,q_59_appropriat_resp_current_code,ADI_2003_socdev_cresp"
socdev_resp5,Integer,0,,Recommended,"Appropriateness of social responses - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q59E,ADI_R_Diagnostic_ADI_R_Raw_59b,WPS_ADI_Q59MA,ADI_R_Diagnostic_ADI_R_Raw_59,SOCIAL_RESPONSE_ABNRM,ADI_2003_socdev_resp5,q_59_appropriat_resp_most_abnormal_code"
socdev_resp_cmt,String,255,,Optional,"Appropriateness of social responses - Comment","",,"","Social Development and Play","ADI_2003_socdev_resp_cmt"
socdev_favact_1,String,255,,Recommended,"Favorite activities 1","",,"","Social Development and Play","ADI_2003_socdev_favact_1"
socdev_favact_2,String,255,,Recommended,"Favorite activities 2","",,"","Social Development and Play","ADI_2003_socdev_favact_2"
socdev_favact_3,String,255,,Recommended,"Favorite activities 3","",,"","Social Development and Play","ADI_2003_socdev_favact_3"
socdev_favact_4,String,255,,Recommended,"Favorite activities 4","",,"","Social Development and Play","ADI_2003_socdev_favact_4"
socdev_favact_5,String,255,,Recommended,"Favorite activities 5","",,"","Social Development and Play","ADI_2003_socdev_favact_5"
socdev_favact_cmt,String,255,,Optional,"Favorite activities - Comment","",,"","Social Development and Play","ACT_TOY_FAVORITE,ADI_2003_socdev_favact_cmt"
socdev_favtoy_1,String,255,,Recommended,"Favorite toys/objects 1","",,"","Social Development and Play","ADI_2003_socdev_favtoy_1"
socdev_favtoy_2,String,255,,Recommended,"Favorite toys/objects 2","",,"","Social Development and Play","ADI_2003_socdev_favtoy_2"
socdev_favtoy_3,String,255,,Recommended,"Favorite toys/objects 3","",,"","Social Development and Play","ADI_2003_socdev_favtoy_3"
socdev_favtoy_4,String,255,,Recommended,"Favorite toys/objects 4","",,"","Social Development and Play","ADI_2003_socdev_favtoy_4"
socdev_favtoy_5,String,255,,Recommended,"Favorite toys/objects 5","",,"","Social Development and Play","ADI_2003_socdev_favtoy_5"
socdev_favtoy_cmt,String,255,,Optional,"Favorite toys/objects - Comment","",,"","Social Development and Play","ADI_2003_socdev_favtoy_cmt"
socdev_cinitia,Integer,0,,Recommended,"Initiation of appropriate activities - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q60,ADI_R_Diagnostic_ADI_R_Raw_60a,WPS_ADI_Q60C,ACT_INITIATE,ADI_2003_socdev_cinitia,q_60_init_activities_current_code"
socdev_initia5,Integer,0,,Recommended,"Initiation of appropriate activities - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q60E,ADI_R_Diagnostic_ADI_R_Raw_60b,ADI_R_Diagnostic_ADI_R_Raw_60,WPS_ADI_Q60MA,ACT_INITIATE_ABNRM,ADI_2003_socdev_initia5,q_60_init_activities_most_abnormal_code"
socdev_initia_cmt,String,255,,Optional,"Initiation of appropriate activities - Comment","",,"","Social Development and Play","ADI_2003_socdev_initia_cmt"
socdev_csoplay,Integer,0,,Recommended,"Imitative social play - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q61,ADI_R_Diagnostic_ADI_R_Raw_61a,WPS_ADI_Q61C,PLAY_INITIATE_SOCIAL,q_61_imit_soc_play_current_code,ADI_2003_socdev_csoplay"
socdev_soplay5,Integer,0,,Recommended,"Imitative social play - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","ADI_R_Diagnostic_ADI_R_Raw_61b,ADI_R_Diagnostic_ADI_R_Raw_61,WPS_ADI_Q61MA,PLAY_INITIATE_SOCIAL_ABNRM,WPS_ADI_Q61E,ADI_2003_socdev_soplay5,q_61_imit_soc_play_most_abnormal_code"
socdev_cintch,Integer,0,,Recommended,"Interest in children - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q62,ADI_R_Diagnostic_ADI_R_Raw_62a,WPS_ADI_Q62C,INEREST_CHILD,ADI_2003_socdev_cintch,q_62_inter_children_current_code"
socdev_intch5,Integer,0,,Recommended,"Interest in children - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","ADI_R_Diagnostic_ADI_R_Raw_62b,ADI_R_Diagnostic_ADI_R_Raw_62,WPS_ADI_Q62MA,INEREST_CHILD_ABNRM,WPS_ADI_Q62E,ADI_2003_socdev_intch5,q_62_inter_children_most_abnormal_code"
socdev_crespch,Integer,0,,Recommended,"Response to approaches of other children - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q63,ADI_R_Diagnostic_ADI_R_Raw_63a,WPS_ADI_Q63C,RESPOND_CHILD,ADI_2003_socdev_crespch,q_63_resp_approaches_current_code"
socdev_respch5,Integer,0,,Recommended,"Response to approaches of other children - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q63E,ADI_R_Diagnostic_ADI_R_Raw_63b,ADI_R_Diagnostic_ADI_R_Raw_63,WPS_ADI_Q63MA,RESPOND_CHILD_ABNRM,ADI_2003_socdev_respch5,q_63_resp_approaches_most_abnormal_code"
socdev_cgrplay,Integer,0,,Recommended,"Group play with peers - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q64,ADI_R_Diagnostic_ADI_R_Raw_64a,WPS_ADI_Q64C,GROUP_PLAY_PEER,ADI_2003_socdev_cgrplay,q_64_group_play_peers_current_code"
socdev_grplay5,Integer,0,,Recommended,"Group play with peers - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q64E,ADI_R_Diagnostic_ADI_R_Raw_64b,ADI_R_Diagnostic_ADI_R_Raw_64,WPS_ADI_Q64MA,GROUP_PLAY_PEER_ABNRM,q_64_group_play_peers_most_abnormal_code,ADI_2003_socdev_grplay5"
socdev_cfriend,Integer,0,,Recommended,"Friendships - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q65,ADI_R_Diagnostic_ADI_R_Raw_65a,WPS_ADI_Q65C,FRIENDS,q_65_friendships_current_code,ADI_2003_socdev_cfriend"
socdev_frend15,Integer,0,,Recommended,"Friendships - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q65E,ADI_R_Diagnostic_ADI_R_Raw_65b,ADI_R_Diagnostic_ADI_R_Raw_65,WPS_ADI_Q65MA,FRIENDS_ABNRM,ADI_2003_socdev_frend15,q_65_friendships_most_abnormal_code"
socdev_friend_cmt,String,255,,Optional,"Friendships - Comment","",,"","Social Development and Play","ADI_2003_socdev_friend_cmt"
socdev_csocdis,Integer,0,,Recommended,"Social disinhibtion - Current","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q66,WPS_ADI_Q66C,SOCIAL_DISINHIBITION,ADI_R_Diagnostic_ADI_R_Raw_66a,q_66_soc_disinhibit_current_code,ADI_2003_socdev_csocdis"
socdev_socdis5,Integer,0,,Recommended,"Social disinhibtion - Most Abnormal","0;1;2;3;8;9",,"","Social Development and Play","WPS_ADI_Q66E,ADI_R_Diagnostic_ADI_R_Raw_66,WPS_ADI_Q66MA,SOCIAL_DISINHIBITION_ABNRM,ADI_R_Diagnostic_ADI_R_Raw_66b,ADI_2003_socdev_socdis5,q_66_soc_disinhibit_most_abnormal_code"
socdev_socdis_cmt,String,255,,Optional,"Social disinhibtion - Comment","",,"","Social Development and Play","ADI_2003_socdev_socdis_cmt"
intbehav_cunproc,Integer,0,,Recommended,"Unusual preoccupations - Current","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q67,ADI_R_Diagnostic_ADI_R_Raw_67a,WPS_ADI_Q67C,UNUSUAL_PREOCCUP_CURR,q_67_unusual_preoccupations_current_code,ADI_2003_intbehav_cunproc"
intbehav_eunproc,Integer,0,,Recommended,"Unusual preoccupations - Ever","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q67E,ADI_R_Diagnostic_ADI_R_Raw_67b,ADI_R_Diagnostic_ADI_R_Raw_67,UNUSUAL_PREOCCUP_EVER,ADI_2003_intbehav_eunproc,q_67_unusual_preoccupations_ever_code"
intbehav_ccirint,Integer,0,,Recommended,"Circumscribed interests - Current","0;1;2;3;8;9",,"","Interests and Behaviors","WPS_ADI_Q68,ADI_R_Diagnostic_ADI_R_Raw_68a,WPS_ADI_Q68C,CIRCUMSCRIBE_CURR,ADI_2003_intbehav_ccirint,q_68_circumscr_ints_current_code"
intbehav_ecirint,Integer,0,,Recommended,"Circumscribed interests - Ever","0;1;2;3;8;9",,"","Interests and Behaviors","WPS_ADI_Q68E,ADI_R_Diagnostic_ADI_R_Raw_68b,ADI_R_Diagnostic_ADI_R_Raw_68,CIRCUMSCRIBE_EVER,q_68_circumscr_ints_ever_code,ADI_2003_intbehav_ecirint"
intbehav_cirint_cmt,String,255,,Optional,"Circumscribed interests - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_cirint_cmt"
intbehav_cuseobj,Integer,0,,Recommended,"Repetitive use of objects or interest in parts of objects - Current","0;1;2;3;7;8;9",,"","Interests and Behaviors","WPS_ADI_Q69,ADI_R_Diagnostic_ADI_R_Raw_69a,WPS_ADI_Q69C,REPETITIVE_USE_OBJ_CURR,ADI_2003_intbehav_cuseobj,q_69_repet_use_objects_current_code"
intbehav_euseobj,Integer,0,,Recommended,"Repetitive use of objects or interest in parts of objects - Ever","0;1;2;3;7;8;9",,"","Interests and Behaviors","ADI_R_Diagnostic_ADI_R_Raw_69b,ADI_R_Diagnostic_ADI_R_Raw_69,REPETITIVE_USE_OBJ_EVER,WPS_ADI_Q69E,q_69_repet_use_objects_ever_code,ADI_2003_intbehav_euseobj"
intbehav_ccrit,Integer,0,,Recommended,"Compulsions/rituals - Current","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q70,ADI_R_Diagnostic_ADI_R_Raw_70a,WPS_ADI_Q70C,RITUALS_CURR,ADI_2003_intbehav_ccrit,q_70_compulsions_rituals_current_code"
intbehav_ecrit,Integer,0,,Recommended,"Compulsions/rituals - Ever","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q70E,ADI_R_Diagnostic_ADI_R_Raw_70b,ADI_R_Diagnostic_ADI_R_Raw_70,RITUALS_EVER,q_70_compulsions_rituals_ever_code,ADI_2003_intbehav_ecrit"
intbehav_crit_cmt,String,255,,Optional,"Compulsions/rituals - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_crit_cmt"
intbehav_cunsens,Integer,0,,Recommended,"Unusual sensory interests - Current","0;1;2;9;8",,"","Interests and Behaviors","WPS_ADI_Q71,ADI_R_Diagnostic_ADI_R_Raw_71a,WPS_ADI_Q71C,UNUSUAL_SENSE_INTERST_CURR,ADI_2003_intbehav_cunsens,q_71_unusual_sens_ints_current_code"
intbehav_eunsens,Integer,0,,Recommended,"Unusual sensory interests - Ever","0;1;2;9;8",,"","Interests and Behaviors","WPS_ADI_Q71E,ADI_R_Diagnostic_ADI_R_Raw_71b,ADI_R_Diagnostic_ADI_R_Raw_71,UNUSUAL_SENSE_INTERST_EVER,ADI_2003_intbehav_eunsens,q_71_unusual_sens_ints_ever_code"
intbehav_unsens_cmt,String,255,,Optional,"Unusual sensory interests - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_unsens_cmt"
intbehav_cnoise,Integer,0,,Recommended,"Undue general sensitivity to noise - Current","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q72,ADI_R_Diagnostic_ADI_R_Raw_72a,WPS_ADI_Q72C,UNDUE_SENS_NOISE_CURR,ADI_2003_intbehav_cnoise,q_72_undo_gen_sens_noise_current_code"
intbehav_enoise,Integer,0,,Recommended,"Undue general sensitivity to noise - Ever","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q72E,ADI_R_Diagnostic_ADI_R_Raw_72b,ADI_R_Diagnostic_ADI_R_Raw_72,UNDUE_SENS_NOISE_EVER,ADI_2003_intbehav_enoise,q_72_undo_gen_sens_noise_ever_code"
intbehav_cabinr,Integer,0,,Recommended,"Abnormal idiosyncratic negative response to specific sensory stimuli - Current","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q73,ADI_R_Diagnostic_ADI_R_Raw_73a,WPS_ADI_Q73C,ABNORM_SENS_STIMULI_CURR,ADI_2003_intbehav_cabinr,q_73_idiosyncratic_current_code"
intbehav_eabinr,Integer,0,,Recommended,"Abnormal idiosyncratic negative response to specific sensory stimuli - Ever","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q73E,ADI_R_Diagnostic_ADI_R_Raw_73b,ADI_R_Diagnostic_ADI_R_Raw_73,ABNORM_SENS_STIMULI_EVER,q_73_idiosyncratic_ever_code,ADI_2003_intbehav_eabinr"
intbehav_abinr_cmt,String,255,,Optional,"Abnormal idiosyncratic negative response to specific sensory stimuli - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_abinr_cmt"
intbehav_cchange,Integer,0,,Recommended,"Difficulties with minor changes in subject's own routines or personal environment - Current","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q74,ADI_R_Diagnostic_ADI_R_Raw_74a,WPS_ADI_Q74C,DIFF_CHANGE_ROUTE_CURR,ADI_2003_intbehav_cchange,q_74_diff_minor_changes_current_code"
intbehav_echange,Integer,0,,Recommended,"Difficulties with minor changes in subject's own routines or personal environment - Ever","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q74E,ADI_R_Diagnostic_ADI_R_Raw_74b,ADI_R_Diagnostic_ADI_R_Raw_74,DIFF_CHANGE_ROUTE_EVER,ADI_2003_intbehav_echange,q_74_diff_minor_changes_ever_code"
intbehav_change_cmt,String,255,,Optional,"Difficulties with minor changes in subject's own routines or personal environment - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_change_cmt"
intbehav_cresis,Integer,0,,Recommended,"Resistance to trivial changes in the environment(not directly affecting the subject) - Current","0;1;2;3;9;8",,"","Interests and Behaviors","WPS_ADI_Q75,ADI_R_Diagnostic_ADI_R_Raw_75a,WPS_ADI_Q75C,RESIST_CHANGE_CURR,ADI_2003_intbehav_cresis,q_75_resist_trivial_chng_current_code"
intbehav_eresis,Integer,0,,Recommended,"Resistance to trivial changes in the environment(not directly affecting the subject) - Ever","0;1;2;3;9;8",,"","Interests and Behaviors","ADI_R_Diagnostic_ADI_R_Raw_75b,ADI_R_Diagnostic_ADI_R_Raw_75,RESIST_CHANGE_EVER,WPS_ADI_Q75E,q_75_resist_trivial_chng_ever_code,ADI_2003_intbehav_eresis"
intbehav_resis_cmt,String,255,,Optional,"Resistance to trivial changes in the environment(not directly affecting the subject) - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_resis_cmt"
intbehav_cuatt,Integer,0,,Recommended,"Unusual attachment to objects - Current","0;1;2;3;6;7;9;8",,"","Interests and Behaviors","WPS_ADI_Q76,WPS_ADI_Q76C,UNUSUAL_ATTACH_OBJ_CURR,ADI_R_Diagnostic_ADI_R_Raw_76a,ADI_2003_intbehav_cuatt,q_76_unus_attach_objects_current_code"
intbehav_euatt,Integer,0,,Recommended,"Unusual attachment to objects - Ever","0;1;2;3;6;7;9;8",,"","Interests and Behaviors","ADI_R_Diagnostic_ADI_R_Raw_76,UNUSUAL_ATTACH_OBJ_EVER,ADI_R_Diagnostic_ADI_R_Raw_76b,WPS_ADI_Q76E,ADI_2003_intbehav_euatt,q_76_unus_attach_objects_ever_code"
intbehav_euatt_cmt,String,255,,Optional,"Unusual attachment to objects - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_euatt_cmt"
intbehav_chfman,Integer,0,,Recommended,"Hand and finger mannerisms - Current","0;1;2;3;8;9",,"","Interests and Behaviors","WPS_ADI_Q77,ADI_R_Diagnostic_ADI_R_Raw_77a,WPS_ADI_Q77C,HAND_MANNER_CURR,ADI_2003_intbehav_chfman,q_77_hands_finger_manners_current_code"
intbehav_ehfman,Integer,0,,Recommended,"Hand and finger mannerisms - Ever","0;1;2;3;8;9",,"","Interests and Behaviors","WPS_ADI_Q77E,ADI_R_Diagnostic_ADI_R_Raw_77b,ADI_R_Diagnostic_ADI_R_Raw_77,HAND_MANNER_EVER,ADI_2003_intbehav_ehfman,q_77_hands_finger_manners_ever_code"
intbehav_hfman_cmt,String,255,,Optional,"Hand and finger mannerisms - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_hfman_cmt"
intbehav_cothman,Integer,0,,Recommended,"Other complex mannerisms or stereotyped body movements (Do not include isolated rocking) - Current","0;1;2;3;8;9",,"","Interests and Behaviors","WPS_ADI_Q78,ADI_R_Diagnostic_ADI_R_Raw_78a,WPS_ADI_Q78C,STEREOTYPE_MOVE_CURR,q_78_oth_complex_manners_current_code,ADI_2003_intbehav_cothman"
intbehav_eothman,Integer,0,,Recommended,"Other complex mannerisms or stereotyped body movements (Do not include isolated rocking) - Ever","0;1;2;3;8;9",,"","Interests and Behaviors","WPS_ADI_Q78E,ADI_R_Diagnostic_ADI_R_Raw_78b,ADI_R_Diagnostic_ADI_R_Raw_78,STEREOTYPE_MOVE_EVER,ADI_2003_intbehav_eothman,q_78_oth_complex_manners_ever_code"
